name,artist,release_date,length (minutes),popularity,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,hit
We Must Have Blood,Dwarves,1997,2.26,23,0.251,0.00212,0.996,1.64e-05,4,0.35,-5.172,0.423,188.509,4,0.14,0
Naive,The Kooks,2006,3.39,73,0.391,0.0759,0.808,0.0,8,0.149,-6.209,0.0892,100.304,4,0.737,1
Science Fiction,Divinyls,1983,3.55,37,0.619,0.00734,0.618,3.18e-06,5,0.142,-14.449,0.0273,128.32,4,0.916,0
Going Home,Goldfinger,2002,1.59,23,0.51,3.47e-05,0.953,6.07e-05,2,0.0747,-5.033,0.0527,105.051,3,0.573,0
How Far We've Come,Matchbox Twenty,2007,3.54,60,0.566,0.00452,0.906,0.0,0,0.21,-5.092,0.0642,83.0,4,0.787,1
Queen Bitch - 2015 Remaster,David Bowie,1971,3.34,56,0.599,0.0248,0.636,0.0,0,0.0612,-13.084,0.0305,137.172,4,0.968,1
Spicks And Specks,Bee Gees,2001,2.86,46,0.65,0.777,0.634,0.000205,2,0.277,-7.355,0.0326,122.787,4,0.713,0
2000 Light Years From Home - Remastered 2017 / Stereo,The Rolling Stones,1967,4.75,42,0.347,0.00171,0.679,0.00477,9,0.158,-11.91,0.0466,122.269,4,0.275,0
Song For Whoever - Single Version,The Beautiful South,1995,4.07,28,0.516,0.672,0.382,1.68e-06,6,0.0789,-13.795,0.0357,133.659,4,0.281,0
Wild Frontier - Remastered 2002,Gary Moore,2006,4.26,47,0.479,0.00434,0.822,4.76e-06,4,0.0843,-6.412,0.0444,130.035,4,0.562,0
Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,Benny Benassi,2003,4.76,68,0.793,0.163,0.698,0.145,11,0.0745,-3.626,0.104,130.017,4,0.339,1
Enemy,Sevendust,2003,3.06,43,0.581,0.000193,0.991,0.000307,1,0.137,-2.266,0.063,106.89,4,0.401,0
No Children,The Mountain Goats,2002,2.81,58,0.606,0.6,0.411,0.000649,1,0.103,-7.566,0.0413,84.944,4,0.412,1
This Is How It Goes,Billy Talent,2003,3.45,53,0.599,0.00028,0.992,0.000378,2,0.0821,-3.34,0.0633,107.883,4,0.336,1
Young Man Blues - Live,The Who,1971,4.8,33,0.231,0.0122,0.932,0.014,9,0.495,-7.801,0.124,186.426,4,0.47,0
Alabama Song (Whisky Bar),The Doors,1967,3.29,57,0.568,0.543,0.645,0.0,5,0.191,-8.363,0.0416,170.676,4,0.901,1
C'mon And Love Me,KISS,1975,2.97,43,0.712,0.151,0.848,1.66e-05,0,0.155,-6.262,0.034,130.779,4,0.832,0
Five Years - 2012 Remaster,David Bowie,1972,4.73,58,0.46,0.142,0.326,1.01e-05,7,0.0449,-10.699,0.0418,152.54,3,0.321,1
Sanctify Yourself,Simple Minds,1985,4.97,42,0.564,0.0634,0.924,0.00017,0,0.716,-6.262,0.0417,128.25,4,0.702,0
The Warmth Of The Sun - Remastered,The Beach Boys,2007,2.83,42,0.169,0.702,0.428,0.00064,9,0.163,-8.368,0.0299,203.585,3,0.297,0
Fireworks,The Tragically Hip,1998,3.94,44,0.39,0.0975,0.971,0.231,0,0.265,-5.137,0.0986,147.477,4,0.45,0
Stick 'Em Up,Quarashi,2011,3.44,36,0.585,0.00074,0.979,0.0,1,0.346,-4.252,0.0813,103.937,4,0.867,0
Say It Loud - I'm Black And I'm Proud - Pt. 1,James Brown,2003,2.79,47,0.85,0.386,0.66,0.00235,3,0.0449,-6.323,0.193,115.076,4,0.926,0
Wake Up,The Living End,2006,4.52,38,0.477,0.00488,0.726,8.14e-05,11,0.215,-5.493,0.0328,115.768,4,0.287,0
I'll Cry For You,Europe,1991,5.35,47,0.541,0.00304,0.742,0.0,9,0.124,-7.79,0.0284,99.032,4,0.342,0
Another Day,Dream Theater,1992,4.39,55,0.454,0.00223,0.614,1.16e-05,11,0.0936,-10.41,0.0302,140.56,4,0.343,1
In The Fade/Feel Good Hit Of The Summer (Reprise),Queens of the Stone Age,2010,4.42,50,0.432,0.177,0.642,0.0277,1,0.0936,-7.069,0.0342,165.534,4,0.422,0
The Tide Is High,Blondie,1999,3.88,57,0.779,0.0417,0.676,0.0329,11,0.125,-7.258,0.0259,96.961,4,0.962,1
The After Dinner Payback,From Autumn To Ashes,2004,2.85,45,0.444,0.000322,0.971,0.0,4,0.0533,-2.238,0.146,89.706,4,0.542,0
Voices,Disturbed,2010,3.2,54,0.589,0.000116,0.983,0.00211,10,0.0628,-2.521,0.121,110.007,4,0.469,1
Panic in Detroit - 2013 Remaster,David Bowie,1973,4.48,41,0.426,0.00622,0.798,0.00112,11,0.0981,-9.3,0.0399,93.655,4,0.767,0
Innocent Eyes,Delta Goodrem,2003,3.89,41,0.553,0.0659,0.717,0.0,9,0.114,-5.502,0.026,92.098,4,0.419,0
Voodoo - 2009 Remaster,Black Sabbath,1981,4.54,34,0.511,0.0234,0.748,0.0795,8,0.228,-10.822,0.0282,102.068,4,0.687,0
Judgment Night,Various Artists,1993,4.58,41,0.522,0.00117,0.78,0.000582,7,0.379,-6.931,0.242,186.921,4,0.459,0
Whatever Happened To My Rock'N'Roll (Punk Song) - Live,Black Rebel Motorcycle Club,2015,6.24,16,0.288,0.0262,0.932,0.608,2,0.977,-8.323,0.0904,146.837,4,0.178,0
Mama Let Him Play,Doucette,2013,4.41,46,0.455,0.0733,0.511,0.00487,2,0.604,-16.603,0.0317,136.302,4,0.8,0
Dixie Chicken,Little Feat,1973,3.99,58,0.566,0.7,0.669,0.0654,9,0.588,-10.081,0.0694,149.702,4,0.92,1
Coalmine,Armchair Cynics,2005,3.46,15,0.283,0.0486,0.79,0.0,7,0.394,-4.987,0.0696,192.07,4,0.374,0
The Way We Get By,Spoon,2002,2.67,54,0.723,0.341,0.667,6.05e-06,9,0.135,-5.793,0.0313,75.029,4,0.618,1
I'm Still Standing,Elton John,1983,3.06,79,0.504,0.356,0.904,0.121,6,0.14,-6.863,0.179,176.808,4,0.772,1
So You Want To Be A Rock 'N' Roll Star,Patti Smith,2001,6.05,15,0.254,0.513,0.803,0.658,2,0.338,-6.362,0.0529,149.158,4,0.639,0
Save Your Scissors,City and Colour,2005,4.81,46,0.439,0.815,0.647,0.0,11,0.0928,-5.634,0.0274,153.932,4,0.567,0
Happens All the Time,Cold,2005,3.47,40,0.306,0.00083,0.86,0.000145,3,0.0829,-3.833,0.0437,163.727,4,0.254,0
AMERIKA,Rammstein,2004,3.78,66,0.608,0.00258,0.885,1.33e-05,2,0.392,-4.296,0.0963,125.023,4,0.518,1
What Light,Wilco,2007,3.59,31,0.273,0.483,0.454,4.25e-06,7,0.118,-7.087,0.0295,175.118,3,0.376,0
Home,Daughtry,2006,4.26,48,0.442,0.00236,0.847,1.46e-06,6,0.191,-3.874,0.0349,143.958,4,0.343,0
Kids In America,Kim Wilde,1993,3.43,0,0.565,0.0762,0.853,0.0,4,0.165,-2.333,0.0519,159.332,4,0.338,0
Dancing with the Moonlit Knight - New Stereo Mix,Genesis,1973,8.07,38,0.294,0.0768,0.542,0.000464,2,0.0797,-9.998,0.0412,82.089,4,0.197,0
All Night Long,Rainbow,1979,3.84,46,0.571,0.0518,0.945,7.75e-05,7,0.793,-6.346,0.0461,128.166,4,0.772,0
With a Thousand Words to Say But One,Darkest Hour,2005,4.37,37,0.189,0.000463,0.949,0.00745,8,0.21,-7.434,0.433,198.071,4,0.0531,0
Many Rivers To Cross,Jimmy Cliff,1970,2.73,43,0.399,0.7,0.212,0.000434,5,0.116,-16.03,0.0747,137.76,4,0.149,0
"Summer Breeze, Pts. 1 & 2",The Isley Brothers,1973,6.2,57,0.31,0.212,0.629,0.00894,9,0.122,-10.057,0.0484,152.276,4,0.544,1
I Want You,Savage Garden,1997,3.87,63,0.628,0.0077,0.871,1.64e-06,7,0.392,-6.44,0.0363,106.101,4,0.615,1
So Far Away,Crossfade,2004,3.43,51,0.503,0.000105,0.942,0.0,4,0.248,-5.025,0.094,106.039,4,0.4,0
She Blinded Me With Science - 2009 Remastered Version,Thomas Dolby,1982,3.71,49,0.798,0.0725,0.767,0.138,9,0.0985,-10.502,0.0421,129.401,4,0.974,0
Feuer frei!,Rammstein,2001,3.14,67,0.491,9.12e-05,0.966,0.346,3,0.153,-3.974,0.0463,95.141,4,0.223,1
Prayer Of The Refugee,Rise Against,2006,3.32,65,0.2,0.00165,0.977,1.1e-05,3,0.259,-3.494,0.159,195.711,4,0.39,1
Don't Take Me For A Loser,Gary Moore,1982,4.3,22,0.449,0.00705,0.727,5.05e-05,0,0.146,-11.323,0.0356,130.588,4,0.633,0
Special,Garbage,1998,3.73,43,0.469,5.68e-05,0.923,0.0518,5,0.283,-5.735,0.0385,131.859,4,0.516,0
Round Here,Counting Crows,1993,5.52,62,0.314,0.144,0.478,7.19e-05,7,0.0814,-9.37,0.0341,94.203,4,0.186,1
The Fun Lovin' Criminal,Fun Lovin' Criminals,1996,3.22,48,0.752,0.0676,0.681,0.382,11,0.174,-7.397,0.0298,95.8,4,0.713,0
Give It All,Rise Against,2004,2.85,62,0.587,0.000354,0.942,0.00172,2,0.0762,-3.167,0.0727,103.061,4,0.389,1
Funky Town,Various Artists,1979,4.85,37,0.645,0.0534,0.775,9.84e-05,9,0.336,-5.077,0.0327,128.015,4,0.84,0
Lovely Rita - Remastered 2009,The Beatles,1967,2.7,53,0.61,0.0634,0.471,0.0,8,0.118,-9.151,0.0261,87.379,4,0.63,1
Day & Night,Jung Seung Hwan,2020,4.34,69,0.509,0.897,0.269,0.00212,3,0.174,-8.765,0.0277,131.954,4,0.29,1
Whole Wide World,Wreckless Eric,1978,2.88,49,0.752,0.561,0.54,0.000155,5,0.0919,-8.986,0.0768,114.217,4,0.882,0
The Kids Are Alright,The Who,1965,3.13,43,0.316,0.0137,0.737,6.26e-06,2,0.1,-5.982,0.0376,134.879,4,0.685,0
Is There A Ghost,Band of Horses,2007,2.99,45,0.299,0.0049,0.843,4.78e-06,1,0.079,-3.841,0.0354,135.643,4,0.139,0
Where I End and You Begin,Radiohead,2003,4.49,49,0.297,0.0626,0.714,0.859,8,0.142,-7.863,0.0351,121.326,4,0.486,0
Victory Day - Live,Tom Cochrane,1991,5.78,10,0.51,0.00191,0.964,0.000314,7,0.97,-3.75,0.0616,122.796,4,0.417,0
Faceless,Godsmack,2003,3.58,41,0.457,0.000162,0.958,0.0,2,0.298,-3.516,0.0918,137.367,4,0.385,0
Victim of Reality,Pennywise,1999,2.47,36,0.546,0.00555,0.849,3.43e-06,1,0.474,-4.612,0.0732,93.344,4,0.928,0
Think About You,Guns N' Roses,1987,3.83,54,0.236,0.0549,0.985,0.00921,1,0.0757,-6.945,0.101,170.035,4,0.305,1
Move,H-Blockx,1994,4.93,36,0.445,0.00283,0.905,0.00128,9,0.199,-6.029,0.0918,209.293,4,0.542,0
Same Direction,Hoobastank,2003,3.25,55,0.401,0.00492,0.988,0.0,2,0.4,-3.308,0.0916,169.024,4,0.514,1
Solid Rock - Remastered Version,Goanna,2003,4.59,58,0.552,0.00699,0.741,0.00133,9,0.0317,-7.388,0.0476,148.996,4,0.508,1
Horror Movie - 2015 Remaster,Skyhooks,2015,3.84,30,0.67,0.468,0.764,4.79e-06,9,0.149,-5.73,0.131,140.052,4,0.239,0
Love Alive,Heart,1977,4.3,40,0.542,0.29,0.335,0.00477,2,0.114,-16.752,0.0459,91.047,4,0.225,0
Drown,The Smashing Pumpkins,2001,4.51,62,0.432,0.00849,0.415,0.927,2,0.107,-9.755,0.0357,144.0,4,0.189,1
Battle Scar,Max Webster,1980,5.85,28,0.415,0.0152,0.636,0.00143,9,0.18,-6.97,0.0366,128.179,4,0.425,0
I Can't Make You Love Me,Bonnie Raitt,1991,5.55,68,0.588,0.846,0.149,9.65e-05,7,0.236,-16.728,0.0319,124.689,4,0.113,1
All Summer Long,Kid Rock,2007,4.96,74,0.7,0.0212,0.864,0.0,7,0.0956,-3.629,0.0283,102.997,4,0.887,1
I Could Be So Good for You - Originally Performed By Dennis Waterman,Sing Karaoke Sing,2012,3.36,0,0.824,0.0471,0.472,0.147,0,0.094,-9.804,0.0553,116.067,4,0.837,0
So Fell Autumn Rain,Lake Of Tears,1999,5.37,40,0.6,0.00211,0.635,0.00353,7,0.0777,-6.94,0.0266,114.103,4,0.108,0
Sooner Or Later,Breaking Benjamin,2004,3.65,52,0.493,0.0019,0.843,0.0086,5,0.0835,-4.893,0.0482,92.827,4,0.416,0
Hearts on Fire,HammerFall,2002,3.86,62,0.577,0.000431,0.901,3.59e-06,1,0.672,-5.981,0.0492,90.997,4,0.337,1
Hard Luck Woman,KISS,1976,3.58,53,0.668,0.666,0.867,0.0,11,0.22,-7.594,0.033,124.613,4,0.963,1
With You,Linkin Park,2000,3.39,63,0.421,0.0037,0.978,0.0,6,0.111,-4.004,0.302,196.921,4,0.359,1
I'm So Excited,The Pointer Sisters,1982,3.84,72,0.59,0.0962,0.868,0.000322,5,0.442,-5.832,0.048,184.348,4,0.798,1
Rock Star,Various Artists,2002,3.82,47,0.692,0.0384,0.948,0.0,11,0.423,-6.182,0.0473,121.997,4,0.935,0
Savin' Me,Nickelback,2005,3.66,65,0.441,0.000731,0.815,0.0,3,0.414,-4.088,0.0276,164.021,4,0.522,1
Rocky Mountain Way,Triumph,1977,4.11,29,0.342,0.000681,0.73,0.422,9,0.0525,-4.246,0.0402,84.142,4,0.751,0
Let's Stick Together,Bryan Ferry,1976,2.99,58,0.785,0.0711,0.892,0.00051,9,0.113,-4.71,0.0356,120.115,4,0.974,1
Nobody's Wife,Anouk,1998,3.43,30,0.511,0.00755,0.907,0.000211,6,0.169,-6.639,0.036,98.028,4,0.46,0
The Wild Boys,Duran Duran,1998,4.29,56,0.741,0.407,0.838,0.0,11,0.138,-7.622,0.0637,115.689,4,0.586,1
Lowdown,Boz Scaggs,1976,5.26,63,0.662,0.0812,0.788,0.141,11,0.0351,-5.544,0.0635,116.499,4,0.929,1
Coming Back to Life,Pink Floyd,1994,6.32,56,0.286,0.464,0.499,0.000682,0,0.102,-11.096,0.044,176.437,4,0.145,1
Nutbush City Limits,Tina Turner,2008,3.03,56,0.622,0.089,0.886,0.153,2,0.0292,-5.846,0.0322,153.079,4,0.921,1
Love & Memories,O.A.R.,2012,6.19,25,0.576,0.0102,0.794,0.0,1,0.972,-6.946,0.0805,123.952,4,0.253,0
Private Life,Grace Jones,1980,5.23,36,0.83,0.016,0.538,0.774,11,0.0739,-14.309,0.0478,132.312,4,0.96,0
Balls to the Wall,Accept,1983,5.71,61,0.544,0.00392,0.739,0.000143,9,0.168,-7.383,0.0517,118.287,4,0.328,1
Have Love Will Travel,The Sonics,1965,2.67,58,0.506,0.727,0.948,0.0,10,0.0904,-5.626,0.105,130.195,4,0.934,1
The Mirror's Truth,In Flames,2008,3.0,45,0.42,8.13e-05,0.976,0.188,10,0.1,-3.285,0.0882,180.033,4,0.295,0
Uncertain Smile,The The,1983,6.82,49,0.601,0.0628,0.762,0.588,11,0.102,-11.931,0.0454,142.705,4,0.842,0
Freedom! '90 - Remastered,George Michael,2017,6.51,70,0.677,0.225,0.852,3.95e-05,5,0.0595,-10.856,0.045,91.691,4,0.93,1
Run Runaway,Slade,1983,5.01,49,0.576,8.22e-05,0.86,0.000269,2,0.0517,-7.22,0.0592,128.543,4,0.757,0
Anytime - Live,Brian McKnight,2016,5.94,21,0.427,0.0893,0.69,0.0,6,0.956,-6.29,0.0508,106.406,4,0.43,0
Howzat,Sherbet,1976,3.76,49,0.405,0.43,0.703,1.03e-05,5,0.135,-4.717,0.0348,108.855,4,0.651,0
The Wizard,Uriah Heep,1972,2.99,41,0.439,0.000142,0.571,0.00642,5,0.101,-10.898,0.0397,138.296,4,0.616,0
Manipulation,Six Feet Under,1997,2.85,16,0.463,0.000234,0.966,0.00288,7,0.236,-6.357,0.0409,103.893,4,0.542,0
Debris,Faces,1971,4.61,53,0.571,0.574,0.628,0.0123,5,0.0823,-9.922,0.0317,73.738,4,0.798,1
Save Yourself,Stabbing Westward,1998,4.22,49,0.572,2.94e-05,0.859,0.253,1,0.201,-6.785,0.0352,110.034,4,0.106,0
How to Make Gravy,Paul Kelly,2019,4.48,40,0.397,0.0554,0.722,0.0,4,0.248,-6.599,0.0355,95.156,4,0.393,0
Beercan,Beck,1994,4.01,41,0.773,0.00367,0.607,0.00599,10,0.0953,-9.505,0.185,109.002,4,0.575,0
Mr. Crowley,Ozzy Osbourne,2020,5.04,62,0.307,0.212,0.748,0.000153,2,0.368,-6.514,0.0568,108.227,4,0.347,1
Faith,Limp Bizkit,1997,2.44,60,0.428,0.0675,0.781,0.000781,1,0.615,-6.823,0.281,93.244,4,0.709,1
Big Star,The Jayhawks,1997,4.41,13,0.345,0.00305,0.827,0.000184,0,0.114,-8.489,0.0498,136.663,4,0.427,0
Heaven,Bryan Adams,1984,4.06,77,0.382,0.0465,0.589,0.0,9,0.122,-7.315,0.0267,140.059,4,0.335,1
Eternal Flame,The Bangles,2004,3.97,70,0.526,0.525,0.358,0.0,4,0.0942,-7.239,0.0243,78.988,3,0.4,1
Love Will Come Through,Travis,2003,3.67,48,0.309,0.145,0.785,7.59e-05,11,0.136,-6.715,0.0469,159.415,3,0.53,0
Psycho,System Of A Down,2001,3.76,63,0.467,0.00162,0.67,0.0001,7,0.195,-4.063,0.0663,146.223,4,0.457,1
Dreams,The Cranberries,1993,4.53,73,0.551,0.00313,0.643,0.00385,4,0.421,-13.091,0.0353,128.661,4,0.514,1
Return of the Grievous Angel - Remastered Version,Gram Parsons,1974,4.44,48,0.632,0.486,0.565,0.0,10,0.3,-8.669,0.027,128.821,4,0.616,0
Take Me Home Tonight,Eddie Money,1986,3.52,69,0.608,0.101,0.768,1.41e-06,1,0.0942,-9.911,0.0364,132.699,4,0.748,1
Car Wheels On A Gravel Road,Lucinda Williams,1998,4.74,51,0.633,0.0764,0.553,0.0,11,0.0817,-6.983,0.0257,98.87,4,0.643,0
Free,Cat Power,2003,3.55,38,0.833,0.322,0.673,0.00851,0,0.117,-8.851,0.0351,133.625,4,0.743,0
What If,Creed,1999,5.3,55,0.433,0.000127,0.895,1.7e-05,2,0.358,-5.548,0.0587,149.896,4,0.246,1
Tattva,Kula Shaker,1996,3.75,39,0.352,0.0608,0.763,8.56e-06,5,0.249,-7.481,0.0339,98.069,4,0.291,0
She's A Rainbow,The Rolling Stones,2020,4.23,56,0.464,0.467,0.824,0.018,10,0.33,-7.359,0.0374,109.298,4,0.539,1
Dead Souls - 2007 Remaster,Joy Division,1981,4.89,39,0.484,0.0496,0.962,0.668,5,0.116,-5.317,0.0585,116.795,4,0.633,0
Drop The Pilot,Joan Armatrading,1983,3.7,52,0.672,0.0349,0.488,4.32e-06,1,0.131,-15.441,0.0349,127.887,4,0.964,0
Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,1971,2.75,50,0.696,0.296,0.791,0.0,4,0.318,-13.056,0.22,130.246,4,0.965,0
Cover Me,Bruce Springsteen,1984,3.43,55,0.535,0.00188,0.884,0.00126,9,0.14,-5.499,0.0407,120.555,4,0.796,1
Crippled Inside - Remastered 2010,John Lennon,1971,3.88,47,0.545,0.193,0.608,0.0699,0,0.0769,-9.372,0.0369,165.617,4,0.681,0
Chinese Democracy,Guns N' Roses,2008,4.72,54,0.474,0.000769,0.8,0.0309,2,0.131,-10.472,0.0775,133.94,4,0.156,1
Here I Dreamt I Was an Architect,The Decemberists,2003,4.49,50,0.411,0.101,0.754,2.83e-06,7,0.141,-6.515,0.0294,189.9,4,0.602,0
Simple Song,Rustic Overtones,2011,6.48,17,0.369,0.247,0.876,3.64e-05,4,0.15,-6.786,0.0831,96.009,4,0.728,0
Dancing In The Moonlight (It's Caught Me In It's Spotlight),Thin Lizzy,1977,3.41,64,0.671,0.00755,0.461,0.0,4,0.103,-13.874,0.13,145.187,4,0.784,1
Pushin' Too Hard,The Seeds,1966,2.65,41,0.535,0.267,0.654,1.16e-05,9,0.318,-12.434,0.042,143.612,4,0.827,0
Bad Sneakers,Steely Dan,1975,3.33,45,0.706,0.518,0.386,0.0,6,0.115,-13.052,0.0606,113.88,4,0.74,0
I Hate You,The Monks,1966,3.56,43,0.65,0.441,0.798,0.000706,9,0.137,-8.126,0.0541,110.646,4,0.464,0
Layin' Pipe,David Wilcox,1987,4.29,39,0.647,0.00678,0.855,0.000142,6,0.0798,-11.573,0.0317,131.845,4,0.812,0
Jesus Built My Hotrod,Ministry,1992,4.88,55,0.541,4.33e-06,0.91,0.597,0,0.79,-5.114,0.0529,125.076,3,0.397,1
Asleep at the Wheel,A Change of Pace,2005,3.18,21,0.45,0.000279,0.953,2.01e-06,7,0.152,-2.789,0.0723,178.116,4,0.515,0
Pictures Of Matchstick Men,Camper Van Beethoven,1989,4.16,44,0.39,0.00818,0.836,0.000151,7,0.0601,-9.975,0.0764,161.593,4,0.372,0
Astronomy,Metallica,1998,6.63,46,0.345,0.000146,0.778,0.0124,3,0.136,-5.631,0.0407,86.221,4,0.148,0
Check It Out,John Mellencamp,1987,4.32,48,0.608,0.0176,0.834,1.8e-05,0,0.12,-3.584,0.0239,105.782,4,0.615,0
Hey Lawdy Mama - Single Version,Steppenwolf,1971,2.98,40,0.589,0.0194,0.83,2.09e-05,4,0.0635,-12.372,0.052,98.813,4,0.525,0
Letter From An Occupant,The New Pornographers,2001,3.77,30,0.262,0.00205,0.901,0.000539,9,0.062,-6.069,0.0494,141.855,4,0.587,0
The Rascal King,The Mighty Mighty Bosstones,1997,2.77,48,0.544,0.00846,0.846,2.77e-06,1,0.192,-5.52,0.0389,88.187,4,0.969,0
Those Shoes - 2013 Remaster,Eagles,1979,4.91,51,0.62,0.0322,0.425,0.0551,11,0.0845,-9.309,0.039,156.104,4,0.893,0
House of Fun,Madness,1982,2.97,44,0.746,0.265,0.921,0.00166,7,0.496,-6.086,0.0341,128.081,4,0.92,0
Only Love Can Break Your Heart,Neil Young,1970,3.14,55,0.732,0.681,0.239,1.16e-06,2,0.0972,-12.203,0.037,110.58,3,0.377,1
Little Wing,Derek & The Dominos,1970,5.55,40,0.275,0.464,0.81,0.0125,6,0.36,-4.396,0.0424,133.729,4,0.607,0
Follow - Radio Edit,Breaking Benjamin,2004,3.28,57,0.582,0.00134,0.929,0.0365,8,0.0371,-3.582,0.0668,106.003,4,0.58,1
The Stake,Steve Miller Band,1978,3.99,38,0.543,0.291,0.469,0.008,10,0.112,-10.849,0.029,84.75,4,0.803,0
Satellite,Dave Matthews Band,1994,4.86,56,0.711,0.176,0.686,1.96e-05,8,0.0791,-6.484,0.0286,125.373,3,0.57,1
I Will Possess Your Heart,Death Cab for Cutie,2008,8.43,56,0.605,0.423,0.619,0.313,9,0.0732,-8.971,0.0261,133.074,4,0.578,1
Promises In The Dark,Pat Benatar,2008,4.19,42,0.278,0.0954,0.747,0.000241,5,0.268,-5.586,0.0423,158.035,4,0.383,0
Crash,The Primitives,1996,2.54,51,0.369,0.0809,0.54,0.000149,11,0.76,-11.147,0.0321,170.004,4,0.915,0
A Man Needs a Maid - 2009 Remaster,Neil Young,1972,4.04,50,0.248,0.984,0.0662,0.00463,2,0.165,-18.964,0.0376,168.257,4,0.104,0
Time to Kill,Gentle Giant,1975,5.05,14,0.518,0.328,0.725,0.0308,7,0.082,-7.945,0.0597,107.8,3,0.636,0
Mama Told Me (Not To Come) - Single Version,Three Dog Night,1970,3.32,59,0.673,0.373,0.673,0.0265,1,0.206,-13.941,0.0493,119.994,4,0.825,1
Rough Boy,ZZ Top,1985,4.82,59,0.457,0.38,0.48,0.016,9,0.142,-15.776,0.03,157.967,4,0.683,1
Your Love Belongs Under a Rock,The Dirtbombs,2001,2.34,17,0.273,0.00182,0.943,0.228,4,0.11,-4.189,0.0559,185.051,4,0.931,0
Young Again,Greg Annussek,2001,2.2,0,0.547,0.0109,0.782,0.000546,9,0.356,-6.409,0.0242,100.84,4,0.408,0
Let Me Take You Home Tonight,Boston,1976,4.78,49,0.491,0.00367,0.634,0.0,2,0.254,-7.232,0.0346,76.908,4,0.68,0
"Die, All Right!",The Hives,2000,2.76,42,0.323,0.000871,0.968,0.000146,7,0.0722,-5.038,0.0899,89.519,4,0.735,0
Pints of Guinness Make You Strong,Against Me!,2002,2.68,48,0.623,0.00544,0.82,0.000208,9,0.14,-6.842,0.0499,128.35,4,0.637,0
Cherokee,Europe,1986,4.22,50,0.585,0.0246,0.804,1.07e-06,4,0.179,-6.205,0.044,111.118,4,0.673,0
All She Wants To Do Is Dance,Don Henley,1984,4.49,55,0.702,0.0304,0.558,0.0,7,0.0528,-11.952,0.0288,114.932,4,0.903,1
Cats In The Cradle,Ugly Kid Joe,1992,4.03,65,0.511,0.13,0.517,0.0,8,0.074,-9.653,0.0328,75.67,4,0.433,1
Rebel Girl,Various Artists,2015,2.62,57,0.435,0.0122,0.939,0.00466,8,0.0614,-3.845,0.111,134.938,4,0.559,1
Two Out of Three Ain't Bad,Meat Loaf,1977,5.41,61,0.586,0.385,0.48,0.0,9,0.0947,-9.138,0.0243,79.873,4,0.488,1
You Can't Stop Me,Guano Apes,2003,3.18,44,0.43,0.000118,0.951,0.0202,9,0.336,-4.083,0.121,173.71,4,0.415,0
Up with People,Lambchop,2000,6.04,47,0.552,0.364,0.559,0.248,9,0.128,-11.658,0.0292,136.066,4,0.521,0
Bathwater,No Doubt,2000,4.05,41,0.626,0.422,0.744,0.0,4,0.299,-4.964,0.0559,145.875,4,0.609,0
God Of Thunder,KISS,1976,4.23,49,0.414,0.272,0.878,0.000332,11,0.456,-6.157,0.0378,99.804,4,0.438,0
Calm Like a Bomb,Rage Against The Machine,1999,4.98,56,0.315,0.0234,0.97,2.03e-06,7,0.122,-5.424,0.483,149.749,4,0.37,1
In the Blood,Better Than Ezra,1995,4.54,42,0.324,0.000332,0.754,0.00175,9,0.235,-10.85,0.0322,150.252,4,0.551,0
Pain,Reamonn,2003,5.04,18,0.537,0.00624,0.66,0.0107,4,0.213,-5.735,0.0293,175.938,4,0.227,0
Alone with You,Various Artists,2020,3.97,4,0.446,6.29e-05,0.615,0.0001,4,0.267,-15.899,0.0294,147.534,4,0.532,0
Pay to Cum,Bad Brains,1982,1.43,41,0.126,0.0017,0.914,0.0216,9,0.291,-12.613,0.116,160.639,4,0.369,0
You Fool No One - Remastered 2008,Deep Purple,1974,4.8,37,0.49,0.00464,0.891,0.000137,11,0.166,-6.054,0.0537,134.434,4,0.776,0
Rhinoceros - Live,The Smashing Pumpkins,2020,4.82,4,0.165,0.635,0.791,0.273,9,0.426,-8.335,0.0923,61.788,3,0.127,0
The Boy with the Thorn in His Side - 2017 Master,The Smiths,1986,3.26,55,0.502,0.188,0.901,4.89e-05,7,0.28,-4.467,0.0459,119.022,4,0.821,1
I'm Goin' Down,Bruce Springsteen,1984,3.48,56,0.579,0.117,0.948,1.19e-06,5,0.121,-5.908,0.0535,132.812,4,0.811,1
Pusherman,Curtis Mayfield,1972,5.01,57,0.851,0.239,0.669,0.0852,10,0.108,-9.562,0.0379,126.624,4,0.911,1
She's the One,Bruce Springsteen,1975,4.5,46,0.34,0.124,0.851,0.123,4,0.216,-5.5,0.0497,91.871,4,0.568,0
Sailing,Rod Stewart,1975,4.63,69,0.43,0.372,0.374,0.379,11,0.316,-9.949,0.0292,128.56,4,0.191,1
Not An Addict,K's Choice,1995,4.79,46,0.276,0.000242,0.661,7.08e-05,4,0.121,-7.027,0.0402,168.785,4,0.321,0
"Johnny, Are You Queer? (Made Famous by Josie Cotton)",La Douche,2010,2.76,8,0.54,0.0891,0.67,2.5e-05,4,0.0417,-8.41,0.0569,150.335,4,0.851,0
